,ticker,fiscal_year,current_liabilities,current_assets,fixed_assets,other_than_fixed_noncurrent_assets,equity,liabilities_and_equity,equity_attributable_to_parent,equity_attributable_to_noncontrolling_interest,assets,noncurrent_liabilities,liabilities,noncurrent_assets,commitments_and_contingencies,temporary_equity_attributable_to_parent,temporary_equity,redeemable_noncontrolling_interest_preferred,redeemable_noncontrolling_interest,redeemable_noncontrolling_interest_other,redeemable_noncontrolling_interest_common
0000833079:2012:FY,MTH,2012,881352000.0,1575562000.0,15718000.0,-15718000.0,694210000.0,1575562000.0,694210000.0,0.0,1575562000.0,0.0,881352000.0,0.0,,,,,,,
0000833079:2013:FY,MTH,2013,1161969000.0,2003361000.0,22099000.0,-22099000.0,841392000.0,2003361000.0,841392000.0,0.0,2003361000.0,0.0,1161969000.0,0.0,,,,,,,
0000833079:2014:FY,MTH,2014,1206649000.0,2316138000.0,32403000.0,-32403000.0,1109489000.0,2316138000.0,1109489000.0,0.0,2316138000.0,0.0,1206649000.0,0.0,,,,,,,
0000833079:2015:FY,MTH,2015,1431585000.0,2690522000.0,33970000.0,-33970000.0,1258937000.0,2690522000.0,1258937000.0,0.0,2690522000.0,0.0,1431585000.0,0.0,,,,,,,
0000833079:2016:FY,MTH,2016,1467196000.0,2888691000.0,33202000.0,-33202000.0,1421495000.0,2888691000.0,1421495000.0,0.0,2888691000.0,0.0,1467196000.0,0.0,,,,,,,
0000833079:2017:FY,MTH,2017,1674433000.0,3251258000.0,33631000.0,-33631000.0,1576825000.0,3251258000.0,1576825000.0,0.0,3251258000.0,0.0,1674433000.0,0.0,,,,,,,
0000833079:2018:FY,MTH,2018,1644724000.0,3365479000.0,54596000.0,-54596000.0,1720755000.0,3365479000.0,1720755000.0,0.0,3365479000.0,0.0,1644724000.0,0.0,,,,,,,
0000833079:2019:FY,MTH,2019,1424259000.0,3398249000.0,50606000.0,-50606000.0,1973990000.0,3398249000.0,1973990000.0,0.0,3398249000.0,0.0,1424259000.0,0.0,,,,,,,
0000833079:2020:FY,MTH,2020,1516530000.0,3864398000.0,38933000.0,-38933000.0,2347868000.0,3864398000.0,2347868000.0,0.0,3864398000.0,0.0,1516530000.0,0.0,,,,,,,
0000833079:2021:FY,MTH,2021,1763144000.0,4807533000.0,37340000.0,-37340000.0,3044389000.0,4807533000.0,3044389000.0,0.0,4807533000.0,0.0,1763144000.0,0.0,,,,,,,
0000812011:2011:FY,MTN,2011,243182000.0,245624000.0,1021736000.0,678876000.0,843719000.0,1946236000.0,829723000.0,13996000.0,1946236000.0,859335000.0,1102517000.0,1700612000.0,,,,,,,
0000812011:2012:FY,MTN,2012,249249000.0,232370000.0,1049207000.0,646037000.0,816328000.0,1927614000.0,802311000.0,14017000.0,1927614000.0,862037000.0,1111286000.0,1695244000.0,,,,,,,
0000812011:2013:FY,MTN,2013,313335000.0,343469000.0,1169288000.0,762665000.0,837869000.0,2275422000.0,823868000.0,14001000.0,2275422000.0,1124218000.0,1437553000.0,1931953000.0,,,,,,,
0000812011:2014:FY,MTN,2014,324206000.0,275046000.0,1147990000.0,750813000.0,834800000.0,2173849000.0,820843000.0,13957000.0,2173849000.0,1014843000.0,1339049000.0,1898803000.0,,,,,,,
0000812011:2015:FY,MTN,2015,398647000.0,288143000.0,1386275000.0,815203000.0,880586000.0,2489621000.0,866568000.0,14018000.0,2489621000.0,1210388000.0,1609035000.0,2201478000.0,,,,,,,
0000812011:2016:FY,MTN,2016,506481000.0,322865000.0,1363814000.0,795339000.0,888466000.0,2482018000.0,874540000.0,13926000.0,2482018000.0,1087071000.0,1593552000.0,2159153000.0,,,,,,,
0000812011:2017:FY,MTN,2017,604557000.0,433070000.0,1714154000.0,1963494000.0,1798959000.0,4110718000.0,1571156000.0,227803000.0,4110718000.0,1707202000.0,2311759000.0,3677648000.0,,,,,,,
0000812011:2018:FY,MTN,2018,593620000.0,538736000.0,1627219000.0,1899029000.0,1811663000.0,4064984000.0,1589434000.0,222229000.0,4064984000.0,1659701000.0,2253321000.0,3526248000.0,,,,,,,
0000812011:2019:FY,MTN,2019,719133000.0,527940000.0,1842500000.0,2055637000.0,1726840000.0,4426077000.0,1500627000.0,226213000.0,4426077000.0,1980104000.0,2699237000.0,3898137000.0,,,,,,,
0000812011:2020:FY,MTN,2020,603465000.0,665088000.0,2192679000.0,2386465000.0,1531667000.0,5244232000.0,1316742000.0,214925000.0,5244232000.0,3109100000.0,3712565000.0,4579144000.0,,,,,,,
0000812011:2021:FY,MTN,2021,978401000.0,1745586000.0,2067876000.0,2437594000.0,1829068000.0,6251056000.0,1594599000.0,234469000.0,6251056000.0,3443587000.0,4421988000.0,4505470000.0,,,,,,,
0000812011:2022:FY,MTN,2022,1110854000.0,1791532000.0,2118052000.0,2408444000.0,1847484000.0,6318028000.0,1612439000.0,235045000.0,6318028000.0,3359690000.0,4470544000.0,4526496000.0,,,,,,,
0001113256:2011:FY,MTOR,2011,1253000000.0,1459000000.0,421000000.0,783000000.0,-961000000.0,2663000000.0,-995000000.0,34000000.0,2663000000.0,2371000000.0,3624000000.0,1204000000.0,,,,,,,
0001113256:2012:FY,MTOR,2012,1028000000.0,1298000000.0,417000000.0,786000000.0,-982000000.0,2501000000.0,-1023000000.0,41000000.0,2501000000.0,2455000000.0,3483000000.0,1203000000.0,,,,,,,
0001113256:2013:FY,MTOR,2013,1046000000.0,1384000000.0,417000000.0,769000000.0,-822000000.0,2570000000.0,-850000000.0,28000000.0,2570000000.0,2346000000.0,3392000000.0,1186000000.0,,,,,,,
0001113256:2014:FY,MTOR,2014,1038000000.0,1292000000.0,424000000.0,786000000.0,-585000000.0,2502000000.0,-612000000.0,27000000.0,2502000000.0,2049000000.0,3087000000.0,1210000000.0,,,,,,,
0001113256:2015:FY,MTOR,2015,868000000.0,1042000000.0,419000000.0,734000000.0,-646000000.0,2195000000.0,-671000000.0,25000000.0,2195000000.0,1973000000.0,2841000000.0,1153000000.0,,,,,,,
0001113256:2016:FY,MTOR,2016,757000000.0,905000000.0,439000000.0,1150000000.0,-186000000.0,2494000000.0,-211000000.0,25000000.0,2494000000.0,1923000000.0,2680000000.0,1589000000.0,,,,,,,
0001113256:2017:FY,MTOR,2017,1182000000.0,1298000000.0,474000000.0,1010000000.0,295000000.0,2782000000.0,268000000.0,27000000.0,2782000000.0,1303000000.0,2485000000.0,1484000000.0,,2000000.0,2000000.0,,,,
0001113256:2018:FY,MTOR,2018,1084000000.0,1226000000.0,483000000.0,1017000000.0,317000000.0,2726000000.0,287000000.0,30000000.0,2726000000.0,1324000000.0,2408000000.0,1500000000.0,,1000000.0,1000000.0,,,,
0001113256:2019:FY,MTOR,2019,936000000.0,1216000000.0,515000000.0,1084000000.0,415000000.0,2815000000.0,385000000.0,30000000.0,2815000000.0,1464000000.0,2400000000.0,1599000000.0,,0.0,0.0,,,,
0001113256:2020:FY,MTOR,2020,726000000.0,1283000000.0,515000000.0,1086000000.0,495000000.0,2884000000.0,462000000.0,33000000.0,2884000000.0,1663000000.0,2389000000.0,1601000000.0,,,,,,,
