,ticker,fiscal_year,comprehensive_income_loss_attributable_to_noncontrolling_interest,other_comprehensive_income_loss,comprehensive_income_loss,comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss_attributable_to_noncontrolling_interest
0001381668:2021:FY,TFSL,2021,0.0,64164000.0,145171000.0,145171000.0,64164000.0,0.0
0001381668:2022:FY,TFSL,2022,0.0,90950000.0,165515000.0,165515000.0,90950000.0,0.0
0000096943:2010:FY,TFX,2010,0.0,0.0,202455000.0,202455000.0,0.0,0.0
0000096943:2011:FY,TFX,2011,0.0,0.0,324967000.0,324967000.0,0.0,0.0
0000096943:2012:FY,TFX,2012,888000.0,27238000.0,-161864000.0,-162752000.0,27305000.0,0.0
0000096943:2013:FY,TFX,2013,638000.0,20964000.0,172712000.0,172074000.0,21193000.0,0.0
0000096943:2014:FY,TFX,2014,995000.0,-150117000.0,38634000.0,37639000.0,-150040000.0,0.0
0000096943:2015:FY,TFX,2015,774000.0,-110305000.0,135408000.0,134634000.0,-110229000.0,0.0
0000096943:2016:FY,TFX,2016,421000.0,-66804000.0,171037000.0,170616000.0,-66761000.0,0.0
0000096943:2017:FY,TFX,2017,0.0,173626000.0,326156000.0,326156000.0,173626000.0,0.0
0000096943:2018:FY,TFX,2018,0.0,-75994000.0,124808000.0,124808000.0,-75994000.0,0.0
0000096943:2019:FY,TFX,2019,0.0,-3307000.0,458159000.0,458159000.0,-3307000.0,0.0
0000096943:2020:FY,TFX,2020,0.0,47094000.0,382418000.0,382418000.0,0.0,0.0
0000096943:2021:FY,TFX,2021,0.0,-49661000.0,435713000.0,435713000.0,0.0,0.0
0000850429:2011:FY,TG,2011,0.0,-18417000.0,-18417000.0,-18417000.0,0.0,0.0
0000850429:2012:FY,TG,2012,0.0,-22962000.0,5289000.0,5289000.0,0.0,0.0
0000850429:2013:FY,TG,2013,0.0,12059000.0,34006000.0,34006000.0,0.0,0.0
0000850429:2014:FY,TG,2014,0.0,-59907000.0,-23028000.0,-23028000.0,0.0,0.0
0000850429:2015:FY,TG,2015,0.0,-58524000.0,-90659000.0,-90659000.0,0.0,0.0
0000850429:2016:FY,TG,2016,0.0,25485000.0,49951000.0,49951000.0,0.0,0.0
0000850429:2017:FY,TG,2017,0.0,6565000.0,44816000.0,44816000.0,0.0,0.0
0000850429:2018:FY,TG,2018,0.0,-3318000.0,21524000.0,21524000.0,0.0,0.0
0000850429:2019:FY,TG,2019,0.0,-17664000.0,30595000.0,30595000.0,0.0,0.0
0000850429:2020:FY,TG,2020,0.0,19247000.0,-56197000.0,-56197000.0,0.0,0.0
0000850429:2021:FY,TG,2021,0.0,28900000.0,86726000.0,86726000.0,0.0,0.0
0001715768:2022:FY,TGAN,2022,0.0,-10574000.0,-10574000.0,-10574000.0,-339000.0,0.0
0001021162:2011:FY,TGI,2011,0.0,119766000.0,269665000.0,269665000.0,0.0,0.0
0001021162:2012:FY,TGI,2012,0.0,-129777000.0,151080000.0,151080000.0,0.0,0.0
0001021162:2013:FY,TGI,2013,0.0,-51666000.0,245681000.0,245681000.0,0.0,0.0
0001021162:2014:FY,TGI,2014,0.0,42064000.0,248320000.0,248320000.0,0.0,0.0
0001021162:2015:FY,TGI,2015,0.0,-180002000.0,58695000.0,58695000.0,0.0,0.0
0001021162:2016:FY,TGI,2016,0.0,-148252000.0,-1196212000.0,-1196212000.0,0.0,0.0
0001021162:2017:FY,TGI,2017,0.0,-49016000.0,-91968000.0,-91968000.0,0.0,0.0
0001021162:2018:FY,TGI,2018,0.0,28308000.0,-397083000.0,-397083000.0,0.0,0.0
0001021162:2019:FY,TGI,2019,0.0,-119814000.0,-441581000.0,-441581000.0,0.0,0.0
0001021162:2020:FY,TGI,2020,0.0,-231744000.0,-259870000.0,-259870000.0,0.0,0.0
0001021162:2021:FY,TGI,2021,0.0,216256000.0,-234654000.0,-234654000.0,0.0,0.0
0001021162:2022:FY,TGI,2022,0.0,66838000.0,24080000.0,24080000.0,0.0,0.0
0000039899:2015:FY,TGNA,2015,55099000.0,38080000.0,558970000.0,503871000.0,0.0,0.0
0000039899:2016:FY,TGNA,2016,39284000.0,-35487000.0,448001000.0,408717000.0,0.0,0.0
0000039899:2017:FY,TGNA,2017,-55676000.0,54209000.0,266458000.0,322134000.0,0.0,0.0
0000039899:2018:FY,TGNA,2018,0.0,-4743000.0,400922000.0,400922000.0,0.0,0.0
0000039899:2019:FY,TGNA,2019,0.0,-6086000.0,280149000.0,280149000.0,0.0,0.0
0000039899:2020:FY,TGNA,2020,-15000.0,21521000.0,504284000.0,504299000.0,0.0,0.0
0000039899:2021:FY,TGNA,2021,1242000.0,23860000.0,502057000.0,500815000.0,0.0,0.0
0000027419:2011:FY,TGT,2011,0.0,0.0,2920000000.0,2920000000.0,0.0,0.0
0000027419:2012:FY,TGT,2012,0.0,-100000000.0,2829000000.0,2829000000.0,0.0,0.0
0000027419:2013:FY,TGT,2013,0.0,3104000000.0,3104000000.0,3104000000.0,105000000.0,0.0
0000027419:2014:FY,TGT,2014,0.0,1656000000.0,1656000000.0,1656000000.0,-315000000.0,0.0
0000027419:2015:FY,TGT,2015,0.0,-1344000000.0,-1344000000.0,-1344000000.0,292000000.0,0.0
0000027419:2016:FY,TGT,2016,0.0,3333000000.0,3333000000.0,3333000000.0,-30000000.0,0.0
0000027419:2017:FY,TGT,2017,0.0,2728000000.0,2728000000.0,2728000000.0,-9000000.0,0.0
0000027419:2018:FY,TGT,2018,0.0,2942000000.0,2942000000.0,2942000000.0,8000000.0,0.0
0000027419:2019:FY,TGT,2019,0.0,2879000000.0,2879000000.0,2879000000.0,-58000000.0,0.0
0000027419:2020:FY,TGT,2020,0.0,3218000000.0,3218000000.0,3218000000.0,-63000000.0,0.0
0000027419:2021:FY,TGT,2021,0.0,4480000000.0,4480000000.0,4480000000.0,112000000.0,0.0
0000027419:2022:FY,TGT,2022,0.0,7149000000.0,7149000000.0,7149000000.0,203000000.0,0.0
0001001316:2013:FY,TGTX,2013,0.0,0.0,-20478210.0,-20478210.0,0.0,0.0
0001001316:2014:FY,TGTX,2014,0.0,0.0,-55781277.0,-55781277.0,0.0,0.0
0001001316:2015:FY,TGTX,2015,0.0,0.0,-62948646.0,-62948646.0,0.0,0.0
0001001316:2016:FY,TGTX,2016,0.0,0.0,-78252894.0,-78252894.0,0.0,0.0
0001001316:2017:FY,TGTX,2017,0.0,0.0,-118476012.0,-118476012.0,0.0,0.0
0001001316:2018:FY,TGTX,2018,0.0,0.0,-173482000.0,-173482000.0,0.0,0.0
0001001316:2019:FY,TGTX,2019,0.0,0.0,-172871000.0,-172871000.0,0.0,0.0
0001001316:2020:FY,TGTX,2020,0.0,0.0,-279381000.0,-279381000.0,0.0,0.0
0001001316:2021:FY,TGTX,2021,0.0,0.0,-348101000.0,-348101000.0,0.0,0.0
0001712189:2019:FY,TH,2019,0.0,6141000.0,6141000.0,6141000.0,0.0,0.0
0001712189:2020:FY,TH,2020,0.0,-27354000.0,-27354000.0,-27354000.0,0.0,0.0
0001712189:2021:FY,TH,2021,0.0,-4604000.0,-4604000.0,-4604000.0,0.0,0.0
0000070318:2012:FY,THC,2012,-19000000.0,-16000000.0,117000000.0,125000000.0,0.0,0.0
0000070318:2013:FY,THC,2013,30000000.0,44000000.0,-60000000.0,-90000000.0,0.0,0.0
0000070318:2014:FY,THC,2014,64000000.0,-158000000.0,-82000000.0,-146000000.0,0.0,0.0
0000070318:2015:FY,THC,2015,218000000.0,18000000.0,96000000.0,-122000000.0,0.0,0.0
0000070318:2016:FY,THC,2016,368000000.0,-94000000.0,82000000.0,-286000000.0,0.0,0.0
0000070318:2017:FY,THC,2017,384000000.0,54000000.0,-266000000.0,-650000000.0,0.0,0.0
0000070318:2018:FY,THC,2018,355000000.0,24000000.0,490000000.0,135000000.0,0.0,0.0
0000070318:2019:FY,THC,2019,386000000.0,-34000000.0,120000000.0,-266000000.0,0.0,0.0
0000070318:2020:FY,THC,2020,369000000.0,-24000000.0,744000000.0,375000000.0,0.0,0.0
0000070318:2021:FY,THC,2021,562000000.0,48000000.0,1524000000.0,962000000.0,0.0,0.0
0000714562:2011:FY,THFF,2011,0.0,36070000.0,36070000.0,36070000.0,0.0,0.0
0000714562:2012:FY,THFF,2012,0.0,35834000.0,35834000.0,35834000.0,3022000.0,0.0
0000714562:2013:FY,THFF,2013,0.0,-6497000.0,25037000.0,25037000.0,-6497000.0,0.0
0000714562:2014:FY,THFF,2014,0.0,-560000.0,33212000.0,33212000.0,-560000.0,0.0
0000714562:2015:FY,THFF,2015,0.0,5128000.0,35324000.0,35324000.0,5128000.0,0.0
0000714562:2016:FY,THFF,2016,0.0,-4763000.0,33650000.0,33650000.0,-4763000.0,0.0
0000714562:2017:FY,THFF,2017,0.0,-540000.0,28591000.0,28591000.0,-540000.0,0.0
0000714562:2018:FY,THFF,2018,0.0,-6384000.0,40199000.0,40199000.0,-8750000.0,0.0
0000714562:2019:FY,THFF,2019,0.0,15953000.0,64825000.0,64825000.0,15953000.0,0.0
0000714562:2020:FY,THFF,2020,0.0,17265000.0,71109000.0,71109000.0,17265000.0,0.0
0000714562:2021:FY,THFF,2021,0.0,-12190000.0,40797000.0,40797000.0,-12190000.0,0.0
0000944695:2010:FY,THG,2010,0.0,262700000.0,262700000.0,262700000.0,0.0,0.0
0000944695:2011:FY,THG,2011,0.0,110800000.0,110800000.0,110800000.0,90400000.0,0.0
0000944695:2012:FY,THG,2012,0.0,115400000.0,171300000.0,171300000.0,0.0,0.0
0000944695:2013:FY,THG,2013,0.0,-148200000.0,102800000.0,102800000.0,0.0,0.0
0000944695:2014:FY,THG,2014,0.0,28800000.0,310800000.0,310800000.0,0.0,0.0
0000944695:2015:FY,THG,2015,0.0,-152500000.0,179000000.0,179000000.0,0.0,0.0
0000944695:2016:FY,THG,2016,0.0,8900000.0,164000000.0,164000000.0,0.0,0.0
0000944695:2017:FY,THG,2017,0.0,44800000.0,231000000.0,231000000.0,0.0,0.0
0000944695:2018:FY,THG,2018,0.0,-122400000.0,268600000.0,268600000.0,0.0,0.0
0000944695:2019:FY,THG,2019,0.0,267600000.0,692700000.0,692700000.0,0.0,0.0
0000944695:2020:FY,THG,2020,0.0,219900000.0,578600000.0,578600000.0,219900000.0,0.0
0000944695:2021:FY,THG,2021,0.0,-250300000.0,168400000.0,168400000.0,-250300000.0,0.0
0000730263:2011:FY,THO,2011,0.0,0.0,106273000.0,106273000.0,0.0,0.0
0000730263:2012:FY,THO,2012,0.0,121746000.0,121746000.0,121746000.0,0.0,0.0
0000730263:2013:FY,THO,2013,0.0,152900000.0,152900000.0,152900000.0,0.0,0.0
0000730263:2014:FY,THO,2014,0.0,179024000.0,179024000.0,179024000.0,0.0,0.0
0000730263:2015:FY,THO,2015,0.0,199385000.0,199385000.0,199385000.0,0.0,0.0
0000730263:2016:FY,THO,2016,0.0,256519000.0,256519000.0,256519000.0,0.0,0.0
0000730263:2017:FY,THO,2017,0.0,374254000.0,374254000.0,374254000.0,0.0,0.0
0000730263:2018:FY,THO,2018,0.0,430151000.0,430151000.0,430151000.0,0.0,0.0
0000730263:2019:FY,THO,2019,-1404000.0,-57598000.0,74867000.0,76271000.0,-57598000.0,-594000.0
0000730263:2020:FY,THO,2020,-1851000.0,83736000.0,305120000.0,306971000.0,83736000.0,0.0
0000730263:2021:FY,THO,2021,1081000.0,17711000.0,678581000.0,677500000.0,17711000.0,0.0
0000730263:2022:FY,THO,2022,-994000.0,-227661000.0,910582000.0,911576000.0,-227661000.0,0.0
0001489096:2012:FY,THR,2012,0.0,0.0,12030000.0,12030000.0,0.0,0.0
0001489096:2013:FY,THR,2013,0.0,0.0,26974000.0,26758000.0,0.0,0.0
0001489096:2014:FY,THR,2014,0.0,19145000.0,19145000.0,19145000.0,0.0,0.0
0001489096:2015:FY,THR,2015,0.0,15866000.0,15866000.0,15866000.0,0.0,0.0
0001489096:2016:FY,THR,2016,0.0,-3810000.0,19840000.0,19840000.0,0.0,0.0
0001489096:2017:FY,THR,2017,0.0,-4109000.0,10875000.0,10875000.0,0.0,0.0
0001489096:2018:FY,THR,2018,0.0,10488000.0,23707000.0,23707000.0,0.0,0.0
0001489096:2019:FY,THR,2019,0.0,-12821000.0,10348000.0,10348000.0,0.0,0.0
0001489096:2020:FY,THR,2020,0.0,-14943000.0,-3007000.0,-3007000.0,0.0,0.0
0001489096:2021:FY,THR,2021,0.0,27975000.0,29140000.0,29140000.0,0.0,0.0
0001489096:2022:FY,THR,2022,0.0,-2987000.0,17105000.0,17105000.0,0.0,0.0
0000903129:2012:FY,THRM,2012,7523000.0,4597000.0,28918000.0,21395000.0,0.0,0.0
0000903129:2013:FY,THRM,2013,-271000.0,4444000.0,39577000.0,39306000.0,0.0,0.0
0000903129:2014:FY,THRM,2014,0.0,-20540000.0,49579000.0,49579000.0,0.0,0.0
0000903129:2015:FY,THRM,2015,0.0,-25927000.0,69466000.0,69466000.0,0.0,0.0
0000903129:2016:FY,THRM,2016,0.0,-17421000.0,59177000.0,59177000.0,0.0,0.0
0000903129:2017:FY,THRM,2017,0.0,48647000.0,83874000.0,83874000.0,0.0,0.0
0000903129:2018:FY,THRM,2018,0.0,-19056000.0,22843000.0,22843000.0,0.0,0.0
0000903129:2019:FY,THRM,2019,0.0,-2941000.0,34565000.0,34565000.0,0.0,0.0
0000903129:2020:FY,THRM,2020,0.0,27373000.0,87063000.0,87063000.0,0.0,0.0
0000903129:2021:FY,THRM,2021,0.0,-21940000.0,71494000.0,71494000.0,0.0,0.0
0001844280:2021:FY,THRN,2021,0.0,0.0,6844798.0,6844798.0,0.0,0.0
0001080014:2011:FY,THRX,2011,0.0,0.0,-115344000.0,-115344000.0,0.0,0.0
0001080014:2012:FY,THRX,2012,0.0,-18459000.0,-18459000.0,-18459000.0,0.0,0.0
0001080014:2013:FY,THRX,2013,0.0,-170638000.0,-170638000.0,-170638000.0,0.0,0.0
0001080014:2014:FY,THRX,2014,0.0,-168713000.0,-168713000.0,-168713000.0,0.0,0.0
0001080014:2015:FY,THRX,2015,0.0,-18675000.0,-18675000.0,-18675000.0,85000.0,0.0
0001745020:2021:FY,THRX,2021,0.0,-27308000.0,-27308000.0,-27308000.0,0.0,0.0
0001556739:2020:FY,THRY,2020,0.0,0.0,149221000.0,149221000.0,0.0,0.0
0001556739:2021:FY,THRY,2021,0.0,93530000.0,93530000.0,93530000.0,0.0,0.0
0001320695:2011:FY,THS,2011,0.0,84079000.0,84079000.0,84079000.0,0.0,0.0
0001320695:2012:FY,THS,2012,0.0,5722000.0,94085000.0,94085000.0,0.0,0.0
0001320695:2013:FY,THS,2013,0.0,-15123000.0,71865000.0,71865000.0,0.0,0.0
0001320695:2014:FY,THS,2014,0.0,-32568000.0,57312000.0,57312000.0,0.0,0.0
0001320695:2015:FY,THS,2015,0.0,-49137000.0,65773000.0,65773000.0,0.0,0.0
0001320695:2016:FY,THS,2016,0.0,12193000.0,-216401000.0,-216401000.0,0.0,0.0
0001320695:2017:FY,THS,2017,0.0,39800000.0,-246400000.0,-246400000.0,0.0,0.0
0001320695:2018:FY,THS,2018,0.0,-35600000.0,-97000000.0,-97000000.0,0.0,0.0
0001320695:2019:FY,THS,2019,0.0,13100000.0,-347900000.0,-347900000.0,13100000.0,0.0
0001320695:2020:FY,THS,2020,0.0,33800000.0,33800000.0,33800000.0,20000000.0,0.0
0001320695:2021:FY,THS,2021,0.0,-2100000.0,-2100000.0,-2100000.0,10400000.0,0.0
0001801754:2020:FY,TIG,2020,0.0,95475000.0,95475000.0,95475000.0,4706000.0,0.0
0001801754:2021:FY,TIG,2021,0.0,10288000.0,10288000.0,10288000.0,-9042000.0,0.0
0001625584:2017:FY,TIL,2017,0.0,86081.0,-3741839.0,-3741839.0,0.0,0.0
0001789769:2021:FY,TIL,2021,0.0,-156598000.0,-156598000.0,-156598000.0,196000.0,0.0
0000715787:2013:FY,TILE,2013,0.0,-3832000.0,44423000.0,44423000.0,0.0,0.0
0000715787:2014:FY,TILE,2014,0.0,-43631000.0,-18823000.0,-18823000.0,0.0,0.0
0000715787:2015:FY,TILE,2015,0.0,45915000.0,45915000.0,45915000.0,0.0,0.0
0000715787:2017:FY,TILE,2017,0.0,84037000.0,84037000.0,84037000.0,0.0,0.0
0000715787:2018:FY,TILE,2018,0.0,41075000.0,41075000.0,41075000.0,0.0,0.0
0000715787:2019:FY,TILE,2019,0.0,48969000.0,48969000.0,48969000.0,0.0,0.0
0000715787:2020:FY,TILE,2020,0.0,-33736000.0,-33736000.0,-33736000.0,0.0,0.0
0000715787:2022:FY,TILE,2022,0.0,33992000.0,33992000.0,33992000.0,-21242000.0,0.0
0001393726:2013:FY,TIPT,2013,7573000.0,-278000.0,16140000.0,8567000.0,0.0,0.0
0001393726:2014:FY,TIPT,2014,6294000.0,-82000.0,4502000.0,-1792000.0,0.0,0.0
0001393726:2015:FY,TIPT,2015,3023000.0,-62000.0,8740000.0,5717000.0,0.0,0.0
0001393726:2016:FY,TIPT,2016,7522000.0,1170000.0,33508000.0,25986000.0,0.0,0.0
0001393726:2017:FY,TIPT,2017,1774000.0,555000.0,5789000.0,4015000.0,0.0,0.0
0001393726:2018:FY,TIPT,2018,5291000.0,-3683000.0,26200000.0,20909000.0,0.0,0.0
0001393726:2019:FY,TIPT,2019,1785000.0,3879000.0,24001000.0,22216000.0,0.0,0.0
0001393726:2020:FY,TIPT,2020,3948000.0,3949000.0,-21276000.0,-25224000.0,0.0,0.0
0001393726:2021:FY,TIPT,2021,5890000.0,-8388000.0,35663000.0,29773000.0,0.0,0.0
0001409171:2012:FY,TITN,2012,-39000.0,-94000.0,44051000.0,44090000.0,0.0,0.0
0001409171:2013:FY,TITN,2013,-57000.0,-808000.0,41751000.0,41808000.0,0.0,0.0
0001409171:2014:FY,TITN,2014,-200000.0,1621000.0,9725000.0,9925000.0,-687000.0,0.0
0001409171:2015:FY,TITN,2015,-1130000.0,-1308000.0,-34725000.0,-33595000.0,0.0,0.0
0001409171:2016:FY,TITN,2016,-1067000.0,-4092000.0,-42321000.0,-41254000.0,0.0,0.0
0001409171:2017:FY,TITN,2017,-333000.0,-102000.0,-14637000.0,-14304000.0,0.0,0.0
0001409171:2018:FY,TITN,2018,0.0,3083000.0,-3966000.0,-3966000.0,0.0,0.0
0001409171:2019:FY,TITN,2019,0.0,-640000.0,11542000.0,11542000.0,0.0,0.0
0001409171:2020:FY,TITN,2020,0.0,-880000.0,13073000.0,13073000.0,0.0,0.0
0001409171:2021:FY,TITN,2021,0.0,4719000.0,24075000.0,24075000.0,0.0,0.0
0001409171:2022:FY,TITN,2022,0.0,-3671000.0,62376000.0,62376000.0,0.0,0.0
0000109198:2010:FY,TJX,2010,0.0,83657000.0,1297229000.0,1297229000.0,0.0,0.0
0000109198:2011:FY,TJX,2011,0.0,42369000.0,1385510000.0,1385510000.0,0.0,0.0
0000109198:2012:FY,TJX,2012,0.0,-100820000.0,1395270000.0,1395270000.0,0.0,0.0
0000109198:2013:FY,TJX,2013,0.0,-20817000.0,1885870000.0,1885870000.0,0.0,0.0
0000109198:2014:FY,TJX,2014,0.0,13860000.0,2151256000.0,2151256000.0,0.0,0.0
0000109198:2015:FY,TJX,2015,0.0,-354853000.0,1860275000.0,1860275000.0,0.0,0.0
0000109198:2016:FY,TJX,2016,0.0,-113087000.0,2164571000.0,2164571000.0,0.0,0.0
0000109198:2017:FY,TJX,2017,0.0,-26754000.0,2271480000.0,2271480000.0,0.0,0.0
0000109198:2018:FY,TJX,2018,0.0,252367000.0,2860315000.0,2860315000.0,0.0,0.0
0000109198:2019:FY,TJX,2019,0.0,-188462000.0,2871336000.0,2871336000.0,0.0,0.0
0000109198:2020:FY,TJX,2020,0.0,-42850000.0,3229343000.0,3229343000.0,0.0,0.0
0000109198:2021:FY,TJX,2021,0.0,67100000.0,157570000.0,157570000.0,0.0,0.0
0000109198:2022:FY,TJX,2022,0.0,-81079000.0,3201736000.0,3201736000.0,0.0,0.0
0001850902:2021:FY,TKNO,2021,0.0,-9810000.0,-9810000.0,-9810000.0,0.0,0.0
0000098362:2010:FY,TKR,2010,0.0,92300000.0,369200000.0,369200000.0,0.0,0.0
0000098362:2011:FY,TKR,2011,0.0,-264600000.0,192000000.0,192000000.0,0.0,0.0
0000098362:2012:FY,TKR,2012,200000.0,-123900000.0,372000000.0,371800000.0,0.0,0.0
0000098362:2013:FY,TKR,2013,-7200000.0,379600000.0,642600000.0,649800000.0,387100000.0,7500000.0
0000098362:2014:FY,TKR,2014,2000000.0,-85300000.0,88000000.0,86000000.0,143600000.0,500000.0
0000098362:2015:FY,TKR,2015,800000.0,193500000.0,125500000.0,124700000.0,195500000.0,2000000.0
0000098362:2016:FY,TKR,2016,2000000.0,-33300000.0,119600000.0,117600000.0,-35000000.0,-1700000.0
0000098362:2017:FY,TKR,2017,1300000.0,42000000.0,244300000.0,243000000.0,39600000.0,-2400000.0
0000098362:2018:FY,TKR,2018,-4200000.0,-63200000.0,242300000.0,246500000.0,-57000000.0,6900000.0
0000098362:2019:FY,TKR,2019,12400000.0,45000000.0,419700000.0,407300000.0,45200000.0,200000.0
0000098362:2020:FY,TKR,2020,3300000.0,86800000.0,379200000.0,375900000.0,91400000.0,4600000.0
0000098362:2021:FY,TKR,2021,11000000.0,-65700000.0,315800000.0,304800000.0,-64300000.0,-1400000.0
0000320121:2020:FY,TLS,2020,5154000.0,38000.0,6879000.0,1725000.0,0.0,0.0
0000320121:2021:FY,TLS,2021,0.0,-71000.0,-43205000.0,-43205000.0,0.0,0.0
0001524025:2013:FY,TLYS,2013,0.0,17000.0,23910000.0,23910000.0,0.0,0.0
0001524025:2014:FY,TLYS,2014,0.0,-5000.0,18132000.0,18132000.0,0.0,0.0
0001524025:2015:FY,TLYS,2015,0.0,9000.0,14084000.0,14084000.0,0.0,0.0
0001524025:2016:FY,TLYS,2016,0.0,1000.0,7542000.0,7542000.0,0.0,0.0
0001524025:2017:FY,TLYS,2017,0.0,44000.0,11454000.0,11454000.0,0.0,0.0
0001524025:2018:FY,TLYS,2018,0.0,-52000.0,14648000.0,14648000.0,0.0,0.0
0001524025:2019:FY,TLYS,2019,0.0,212000.0,25155000.0,25155000.0,0.0,0.0
0001524025:2020:FY,TLYS,2020,0.0,-12000.0,22610000.0,22610000.0,0.0,0.0
0001524025:2021:FY,TLYS,2021,0.0,-194000.0,-1339000.0,-1339000.0,0.0,0.0
0001524025:2022:FY,TLYS,2022,0.0,-21000.0,64228000.0,64228000.0,0.0,0.0
0001630627:2021:FY,TMCI,2021,0.0,0.0,-20552000.0,-20552000.0,0.0,0.0
0001756262:2019:FY,TMDX,2019,0.0,99000.0,-33448000.0,-33448000.0,0.0,0.0
0001756262:2020:FY,TMDX,2020,0.0,-93000.0,-28841000.0,-28841000.0,0.0,0.0
0001756262:2021:FY,TMDX,2021,0.0,-93000.0,-44308000.0,-44308000.0,0.0,0.0
0001562476:2013:FY,TMHC,2013,39745000.0,-9244000.0,85624000.0,45879000.0,0.0,0.0
0001562476:2014:FY,TMHC,2014,167774000.0,-38716000.0,228785000.0,61011000.0,0.0,0.0
0001562476:2015:FY,TMHC,2015,148917000.0,-26166000.0,202879000.0,53962000.0,0.0,0.0
0001562476:2016:FY,TMHC,2016,153695000.0,-244000.0,206319000.0,52624000.0,0.0,0.0
0001562476:2017:FY,TMHC,2017,85430000.0,21000.0,176671000.0,91241000.0,0.0,0.0
0001562476:2018:FY,TMHC,2018,4116000.0,19969000.0,210399000.0,206283000.0,0.0,0.0
0001562476:2019:FY,TMHC,2019,262000.0,-1117000.0,253797000.0,253535000.0,0.0,0.0
0001562476:2020:FY,TMHC,2020,6088000.0,-2050000.0,247477000.0,241389000.0,0.0,0.0
0001562476:2021:FY,TMHC,2021,19341000.0,1855000.0,684222000.0,664881000.0,0.0,0.0
0000097745:2011:FY,TMO,2011,0.0,886800000.0,886800000.0,886800000.0,0.0,0.0
0000097745:2012:FY,TMO,2012,0.0,1427000000.0,1427000000.0,1427000000.0,249100000.0,0.0
0000097745:2013:FY,TMO,2013,0.0,1346500000.0,1346500000.0,1346500000.0,73200000.0,0.0
0000097745:2014:FY,TMO,2014,0.0,686600000.0,686600000.0,686600000.0,-1207800000.0,0.0
0000097745:2015:FY,TMO,2015,0.0,1263100000.0,1263100000.0,1263100000.0,-712300000.0,0.0
0000097745:2016:FY,TMO,2016,0.0,1382800000.0,1382800000.0,1382800000.0,-639000000.0,0.0
0000097745:2017:FY,TMO,2017,0.0,2858000000.0,2858000000.0,2858000000.0,633000000.0,0.0
0000097745:2018:FY,TMO,2018,0.0,2531000000.0,2531000000.0,2531000000.0,-407000000.0,0.0
0000097745:2019:FY,TMO,2019,0.0,3515000000.0,3515000000.0,3515000000.0,-181000000.0,0.0
0000097745:2020:FY,TMO,2020,0.0,6247000000.0,6247000000.0,6247000000.0,-128000000.0,0.0
0000097745:2021:FY,TMO,2021,2000000.0,478000000.0,8206000000.0,8204000000.0,0.0,0.0
0001005817:2011:FY,TMP,2011,0.0,-2417000.0,33133000.0,33133000.0,0.0,0.0
0001005817:2012:FY,TMP,2012,131000.0,1571000.0,32987000.0,32856000.0,0.0,131000.0
0001005817:2013:FY,TMP,2013,131000.0,-23013000.0,27974000.0,27843000.0,0.0,131000.0
0001005817:2014:FY,TMP,2014,131000.0,1108000.0,53280000.0,53149000.0,0.0,0.0
0001005817:2015:FY,TMP,2015,131000.0,-6990000.0,51562000.0,51431000.0,0.0,0.0
0001005817:2016:FY,TMP,2016,131000.0,-6108000.0,53363000.0,53232000.0,0.0,0.0
0001005817:2017:FY,TMP,2017,128000.0,-4229000.0,48393000.0,48265000.0,0.0,0.0
0001005817:2018:FY,TMP,2018,127000.0,-11934000.0,70501000.0,70374000.0,0.0,0.0
0001005817:2019:FY,TMP,2019,127000.0,19601000.0,101446000.0,101319000.0,0.0,0.0
0001005817:2020:FY,TMP,2020,154000.0,11490000.0,89232000.0,89078000.0,0.0,0.0
0001005817:2021:FY,TMP,2021,127000.0,-23876000.0,65515000.0,65388000.0,0.0,0.0
0001598428:2014:FY,TMST,2014,0.0,-59800000.0,44600000.0,44600000.0,0.0,0.0
0001598428:2015:FY,TMST,2015,0.0,33500000.0,-38900000.0,-38900000.0,0.0,0.0
0001598428:2016:FY,TMST,2016,0.0,-1500000.0,-107000000.0,-107000000.0,-1500000.0,0.0
0001598428:2017:FY,TMST,2017,0.0,1800000.0,-42000000.0,-42000000.0,1800000.0,0.0
0001598428:2018:FY,TMST,2018,0.0,-1300000.0,-33000000.0,-33000000.0,-1300000.0,0.0
0001598428:2019:FY,TMST,2019,0.0,53600000.0,-56400000.0,-56400000.0,53600000.0,0.0
0001598428:2020:FY,TMST,2020,0.0,-66200000.0,-66200000.0,-66200000.0,-4300000.0,0.0
0001598428:2021:FY,TMST,2021,0.0,151300000.0,151300000.0,151300000.0,-19700000.0,0.0
0001283699:2013:FY,TMUS,2013,0.0,-38000000.0,-3000000.0,-3000000.0,0.0,0.0
0001283699:2014:FY,TMUS,2014,0.0,-2000000.0,245000000.0,245000000.0,0.0,0.0
0001283699:2015:FY,TMUS,2015,0.0,-2000000.0,731000000.0,731000000.0,0.0,0.0
0001283699:2016:FY,TMUS,2016,0.0,2000000.0,1462000000.0,1462000000.0,0.0,0.0
0001283699:2017:FY,TMUS,2017,0.0,7000000.0,4543000000.0,4543000000.0,0.0,0.0
0001283699:2018:FY,TMUS,2018,0.0,-332000000.0,2556000000.0,2556000000.0,0.0,0.0
0001283699:2019:FY,TMUS,2019,0.0,-536000000.0,2932000000.0,2932000000.0,0.0,0.0
0001283699:2020:FY,TMUS,2020,0.0,-713000000.0,2351000000.0,2351000000.0,0.0,0.0
