,ticker,fiscal_year,comprehensive_income_loss_attributable_to_noncontrolling_interest,other_comprehensive_income_loss,comprehensive_income_loss,comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss_attributable_to_noncontrolling_interest
0000007431:2016:FY,AWI,2016,0.0,23600000.0,128300000.0,128300000.0,23600000.0,0.0
0000007431:2017:FY,AWI,2017,0.0,57900000.0,212700000.0,212700000.0,57900000.0,0.0
0000007431:2018:FY,AWI,2018,0.0,-59400000.0,126500000.0,126500000.0,-59400000.0,0.0
0000007431:2019:FY,AWI,2019,0.0,83400000.0,297900000.0,297900000.0,83400000.0,0.0
0000007431:2020:FY,AWI,2020,0.0,266800000.0,167700000.0,167700000.0,266800000.0,0.0
0000007431:2021:FY,AWI,2021,0.0,-300000.0,182900000.0,182900000.0,0.0,0.0
0001410636:2011:FY,AWK,2011,0.0,283382000.0,283382000.0,283382000.0,-26231000.0,0.0
0001410636:2012:FY,AWK,2012,0.0,-18514000.0,339556000.0,339556000.0,-18514000.0,0.0
0001410636:2013:FY,AWK,2013,0.0,81556000.0,450820000.0,450820000.0,0.0,0.0
0001410636:2014:FY,AWK,2014,0.0,-47233000.0,375875000.0,375875000.0,0.0,0.0
0001410636:2015:FY,AWK,2015,0.0,-6000000.0,470000000.0,470000000.0,0.0,0.0
0001410636:2016:FY,AWK,2016,0.0,2000000.0,470000000.0,470000000.0,0.0,0.0
0001410636:2017:FY,AWK,2017,0.0,7000000.0,433000000.0,433000000.0,0.0,0.0
0001410636:2018:FY,AWK,2018,0.0,45000000.0,612000000.0,612000000.0,0.0,0.0
0001410636:2019:FY,AWK,2019,0.0,-2000000.0,619000000.0,619000000.0,-2000000.0,0.0
0001410636:2020:FY,AWK,2020,0.0,-13000000.0,696000000.0,696000000.0,-13000000.0,0.0
0001410636:2021:FY,AWK,2021,0.0,4000000.0,1267000000.0,1267000000.0,4000000.0,0.0
0001056903:2011:FY,AWR,2011,0.0,0.0,45859000.0,45859000.0,0.0,0.0
0000092116:2012:FY,AWR,2012,0.0,0.0,54148000.0,54148000.0,0.0,0.0
0001056903:2013:FY,AWR,2013,0.0,0.0,62686000.0,62686000.0,0.0,0.0
0001056903:2014:FY,AWR,2014,0.0,0.0,61058000.0,61058000.0,0.0,0.0
0001056903:2015:FY,AWR,2015,0.0,0.0,60484000.0,60484000.0,0.0,0.0
0001056903:2016:FY,AWR,2016,0.0,0.0,59743000.0,59743000.0,0.0,0.0
0001056903:2017:FY,AWR,2017,0.0,0.0,69367000.0,69367000.0,0.0,0.0
0001056903:2018:FY,AWR,2018,0.0,0.0,63871000.0,63871000.0,0.0,0.0
0001056903:2019:FY,AWR,2019,0.0,0.0,84342000.0,84342000.0,0.0,0.0
0001056903:2020:FY,AWR,2020,0.0,0.0,86425000.0,86425000.0,0.0,0.0
0001056903:2021:FY,AWR,2021,0.0,0.0,94347000.0,94347000.0,0.0,0.0
0001299709:2019:FY,AX,2019,0.0,155760000.0,155760000.0,155760000.0,629000.0,0.0
0001299709:2020:FY,AX,2020,0.0,182485000.0,182485000.0,182485000.0,-953000.0,0.0
0001299709:2021:FY,AX,2021,0.0,219151000.0,219151000.0,219151000.0,3444000.0,0.0
0001299709:2022:FY,AX,2022,0.0,235276000.0,235276000.0,235276000.0,-5440000.0,0.0
0000805928:2013:FY,AXGN,2013,0.0,0.0,-14556885.0,-14556885.0,0.0,0.0
0000805928:2014:FY,AXGN,2014,0.0,0.0,-17710476.0,-17710476.0,0.0,0.0
0000805928:2015:FY,AXGN,2015,0.0,0.0,-13356425.0,-13356425.0,0.0,0.0
0000805928:2016:FY,AXGN,2016,0.0,0.0,-14411144.0,-14411144.0,0.0,0.0
0000805928:2017:FY,AXGN,2017,0.0,0.0,-10445462.0,-10445462.0,0.0,0.0
0000805928:2018:FY,AXGN,2018,0.0,0.0,-22397000.0,-22397000.0,0.0,0.0
0000805928:2019:FY,AXGN,2019,0.0,0.0,-29135000.0,-29135000.0,0.0,0.0
0000805928:2020:FY,AXGN,2020,0.0,0.0,-23786000.0,-23786000.0,0.0,0.0
0000805928:2021:FY,AXGN,2021,0.0,0.0,-26985000.0,-26985000.0,0.0,0.0
0001062231:2011:FY,AXL,2011,0.0,0.0,137100000.0,137100000.0,0.0,0.0
0001062231:2012:FY,AXL,2012,-700000.0,-60500000.0,306200000.0,306900000.0,0.0,0.0
