,ticker,fiscal_year,net_cash_flow_from_operating_activities_continuing,net_cash_flow_from_investing_activities_continuing,net_cash_flow_from_financing_activities,exchange_gains_losses,net_cash_flow_from_investing_activities,net_cash_flow_from_financing_activities_continuing,net_cash_flow,net_cash_flow_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,net_cash_flow_from_investing_activities_discontinued,net_cash_flow_from_financing_activities_discontinued
0001362491:2012:FY,MUSA,2012,67200000.0,-36700000.0,-27300000.0,0.0,-36700000.0,-27300000.0,3200000.0,3200000.0,67200000.0,0.0,0.0,0.0,0.0
0001573516:2013:FY,MUSA,2013,306950000.0,12892000.0,-132222000.0,0.0,12892000.0,-132222000.0,237368000.0,187620000.0,356698000.0,49748000.0,49748000.0,0.0,0.0
0001573516:2014:FY,MUSA,2014,305448000.0,-149415000.0,-122803000.0,0.0,-149415000.0,-122803000.0,33364000.0,33230000.0,305582000.0,134000.0,134000.0,0.0,0.0
0001573516:2015:FY,MUSA,2015,233725000.0,-189634000.0,-251974000.0,0.0,-189634000.0,-251974000.0,-225770000.0,-207883000.0,215838000.0,-17887000.0,-17887000.0,0.0,0.0
0001573516:2016:FY,MUSA,2016,337440000.0,-134854000.0,-151108000.0,0.0,-134854000.0,-151108000.0,51478000.0,51478000.0,337440000.0,0.0,0.0,0.0,0.0
0001573516:2017:FY,MUSA,2017,283625000.0,-262107000.0,-5303000.0,0.0,-262107000.0,-5303000.0,16215000.0,16215000.0,283625000.0,0.0,0.0,0.0,0.0
0001573516:2018:FY,MUSA,2018,398700000.0,-209100000.0,-175100000.0,0.0,-209100000.0,-175100000.0,14500000.0,14500000.0,398700000.0,0.0,0.0,0.0,0.0
0001573516:2019:FY,MUSA,2019,313300000.0,-203100000.0,-14400000.0,0.0,-203100000.0,-14400000.0,95800000.0,95800000.0,313300000.0,0.0,0.0,0.0,0.0
0001573516:2020:FY,MUSA,2020,563700000.0,-224300000.0,-456100000.0,0.0,-224300000.0,-456100000.0,-116700000.0,-116700000.0,563700000.0,0.0,0.0,0.0,0.0
0001573516:2021:FY,MUSA,2021,737400000.0,-914200000.0,269600000.0,0.0,-914200000.0,269600000.0,92800000.0,92800000.0,737400000.0,0.0,0.0,0.0,0.0
0001277902:2017:FY,MVBF,2017,33121000.0,-136100000.0,105944000.0,0.0,-136100000.0,105944000.0,2965000.0,2965000.0,33121000.0,0.0,0.0,0.0,0.0
0001277902:2018:FY,MVBF,2018,6694000.0,-209977000.0,205199000.0,0.0,-209977000.0,205199000.0,1916000.0,1916000.0,6694000.0,0.0,0.0,0.0,0.0
0001277902:2019:FY,MVBF,2019,-8062000.0,-120055000.0,133898000.0,0.0,-120055000.0,133898000.0,5781000.0,5781000.0,-8062000.0,0.0,0.0,0.0,0.0
0001277902:2020:FY,MVBF,2020,112235000.0,-294111000.0,417767000.0,0.0,-294111000.0,417767000.0,235891000.0,235891000.0,112235000.0,0.0,0.0,0.0,0.0
0001277902:2021:FY,MVBF,2021,34815000.0,-571954000.0,580683000.0,0.0,-571954000.0,580683000.0,43544000.0,43544000.0,34815000.0,0.0,0.0,0.0,0.0
0000065770:2011:FY,MVIS,2011,-27887000.0,170000.0,21379000.0,0.0,170000.0,21379000.0,-6338000.0,-6338000.0,-27887000.0,0.0,0.0,0.0,0.0
0000065770:2012:FY,MVIS,2012,-20621000.0,-92000.0,14488000.0,0.0,-92000.0,14488000.0,-6225000.0,-6225000.0,-20621000.0,0.0,0.0,0.0,0.0
0000065770:2013:FY,MVIS,2013,-12657000.0,-340000.0,11522000.0,0.0,-340000.0,11522000.0,-1475000.0,-1475000.0,-12657000.0,0.0,0.0,0.0,0.0
0000065770:2014:FY,MVIS,2014,-12952000.0,-173000.0,16099000.0,0.0,-173000.0,16099000.0,2974000.0,2974000.0,-12952000.0,0.0,0.0,0.0,0.0
0000065770:2015:FY,MVIS,2015,-5827000.0,-1140000.0,6506000.0,0.0,-1140000.0,6506000.0,-461000.0,-461000.0,-5827000.0,0.0,0.0,0.0,0.0
0000065770:2016:FY,MVIS,2016,-14821000.0,-891000.0,22963000.0,0.0,-891000.0,22963000.0,7251000.0,7251000.0,-14821000.0,0.0,0.0,0.0,0.0
0000065770:2017:FY,MVIS,2017,-15479000.0,-3041000.0,20347000.0,0.0,-3041000.0,20347000.0,1827000.0,1827000.0,-15479000.0,0.0,0.0,0.0,0.0
0000065770:2018:FY,MVIS,2018,-22572000.0,-1118000.0,20490000.0,0.0,-1118000.0,20490000.0,-3200000.0,-3200000.0,-22572000.0,0.0,0.0,0.0,0.0
0000065770:2019:FY,MVIS,2019,-24043000.0,-745000.0,16859000.0,0.0,-745000.0,16859000.0,-7929000.0,-7929000.0,-24043000.0,0.0,0.0,0.0,0.0
0000065770:2020:FY,MVIS,2020,-16075000.0,123000.0,26977000.0,0.0,123000.0,26977000.0,11025000.0,11025000.0,-16075000.0,0.0,0.0,0.0,0.0
0000065770:2021:FY,MVIS,2021,-29404000.0,-35318000.0,131164000.0,0.0,-35318000.0,131164000.0,66442000.0,66442000.0,-29404000.0,0.0,0.0,0.0,0.0
0001760689:2021:FY,MVST,2021,-45039000.0,-87862000.0,624949000.0,2865000.0,-87862000.0,624949000.0,494913000.0,492048000.0,-45039000.0,0.0,0.0,0.0,0.0
0001350593:2011:FY,MWA,2011,40100000.0,-39300000.0,-22900000.0,-400000.0,-39300000.0,-22900000.0,-22500000.0,-22100000.0,40100000.0,0.0,0.0,0.0,0.0
0001350593:2012:FY,MWA,2012,76800000.0,-32400000.0,-68100000.0,1500000.0,55100000.0,-68100000.0,22000000.0,-23700000.0,33500000.0,-43300000.0,44200000.0,87500000.0,0.0
0001350593:2013:FY,MWA,2013,114100000.0,-36200000.0,-35700000.0,-1200000.0,-31700000.0,-35700000.0,40600000.0,42200000.0,109200000.0,-4900000.0,-400000.0,4500000.0,0.0
0001350593:2014:FY,MWA,2014,147600000.0,-42200000.0,-65200000.0,-2700000.0,-42200000.0,-65200000.0,37500000.0,40200000.0,147600000.0,0.0,0.0,0.0,0.0
0001350593:2015:FY,MWA,2015,87800000.0,-31600000.0,-99000000.0,-5200000.0,-31600000.0,-99000000.0,-48000000.0,-42800000.0,87800000.0,0.0,0.0,0.0,0.0
0001350593:2016:FY,MWA,2016,145100000.0,-39100000.0,-23700000.0,-400000.0,-39100000.0,-23700000.0,81900000.0,82300000.0,145100000.0,0.0,0.0,0.0,0.0
0001350593:2017:FY,MWA,2017,59400000.0,-66300000.0,-81500000.0,1200000.0,230900000.0,-81400000.0,166700000.0,-88300000.0,16100000.0,-43300000.0,253800000.0,297200000.0,-100000.0
0001350593:2018:FY,MWA,2018,133100000.0,-47900000.0,-98300000.0,-1500000.0,-47900000.0,-98300000.0,-14600000.0,-13100000.0,133100000.0,0.0,0.0,0.0,0.0
0001350593:2019:FY,MWA,2019,92500000.0,-211800000.0,-50900000.0,-200000.0,-211800000.0,-50900000.0,-170400000.0,-170200000.0,92500000.0,0.0,0.0,0.0,0.0
0001350593:2020:FY,MWA,2020,140300000.0,-67500000.0,-41400000.0,800000.0,-67500000.0,-41400000.0,32200000.0,31400000.0,140300000.0,0.0,0.0,0.0,0.0
0001350593:2021:FY,MWA,2021,156700000.0,-81700000.0,-58800000.0,2400000.0,-81700000.0,-58800000.0,18600000.0,16200000.0,156700000.0,0.0,0.0,0.0,0.0
0001350593:2022:FY,MWA,2022,52300000.0,-54900000.0,-72000000.0,-6400000.0,-54900000.0,-72000000.0,-81000000.0,-74600000.0,52300000.0,0.0,0.0,0.0,0.0
0001287098:2021:FY,MXCT,2021,-10679600.0,-195013200.0,234720000.0,0.0,-195013200.0,234720000.0,29027200.0,29027200.0,-10679600.0,0.0,0.0,0.0,0.0
0001288469:2011:FY,MXL,2011,-7109000.0,10818000.0,2733000.0,21000.0,10818000.0,2733000.0,6463000.0,6442000.0,-7109000.0,0.0,0.0,0.0,0.0
0001288469:2012:FY,MXL,2012,7544000.0,-4191000.0,-9577000.0,8000.0,-4191000.0,-9577000.0,-6216000.0,-6224000.0,7544000.0,0.0,0.0,0.0,0.0
0001288469:2013:FY,MXL,2013,12890000.0,-9537000.0,1270000.0,17000.0,-9537000.0,1270000.0,4640000.0,4623000.0,12890000.0,0.0,0.0,0.0,0.0
0001288469:2014:FY,MXL,2014,12234000.0,-17466000.0,-506000.0,-16000.0,-17466000.0,-506000.0,-5754000.0,-5738000.0,12234000.0,0.0,0.0,0.0,0.0
0001288469:2015:FY,MXL,2015,55041000.0,-11059000.0,4003000.0,-725000.0,-11059000.0,4003000.0,47260000.0,47985000.0,55041000.0,0.0,0.0,0.0,0.0
0001288469:2016:FY,MXL,2016,117317000.0,-101313000.0,-670000.0,-394000.0,-101313000.0,-670000.0,14940000.0,15334000.0,117317000.0,0.0,0.0,0.0,0.0
0001288469:2017:FY,MXL,2017,75064000.0,-432151000.0,347021000.0,1582000.0,-432151000.0,347021000.0,-8484000.0,-10066000.0,75064000.0,0.0,0.0,0.0,0.0
0001288469:2018:FY,MXL,2018,102689000.0,-7825000.0,-93784000.0,-1301000.0,-7825000.0,-93784000.0,-221000.0,1080000.0,102689000.0,0.0,0.0,0.0,0.0
0001288469:2019:FY,MXL,2019,78348000.0,-6973000.0,-53383000.0,934000.0,-6973000.0,-53383000.0,18926000.0,17992000.0,78348000.0,0.0,0.0,0.0,0.0
0001288469:2020:FY,MXL,2020,73593000.0,-175286000.0,159649000.0,-1039000.0,-175286000.0,159649000.0,56917000.0,57956000.0,73593000.0,0.0,0.0,0.0,0.0
0001288469:2021:FY,MXL,2021,168233000.0,-91757000.0,-91903000.0,-2869000.0,-91757000.0,-91903000.0,-18296000.0,-15427000.0,168233000.0,0.0,0.0,0.0,0.0
0000069488:2011:FY,MYE,2011,64172000.0,-22037000.0,-39406000.0,-633000.0,-22037000.0,-39406000.0,2096000.0,2729000.0,64172000.0,0.0,0.0,0.0,0.0
0000069488:2012:FY,MYE,2012,60752000.0,-42484000.0,-23899000.0,2778000.0,-42484000.0,-23899000.0,-2853000.0,-5631000.0,60752000.0,0.0,0.0,0.0,0.0
0000069488:2013:FY,MYE,2013,96068000.0,-29941000.0,-60788000.0,-2748000.0,-29941000.0,-60788000.0,2591000.0,5339000.0,96068000.0,0.0,0.0,0.0,0.0
0000069488:2014:FY,MYE,2014,51757000.0,-180224000.0,126864000.0,1176000.0,-168598000.0,126864000.0,-1863000.0,-1603000.0,38695000.0,-13062000.0,-1436000.0,11626000.0,0.0
0000069488:2015:FY,MYE,2015,49354000.0,48296000.0,-81821000.0,-958000.0,47715000.0,-81821000.0,2668000.0,15829000.0,37732000.0,-11622000.0,-12203000.0,-581000.0,0.0
0000069488:2016:FY,MYE,2016,33721000.0,-16089000.0,-17753000.0,665000.0,-16089000.0,-17753000.0,544000.0,-121000.0,33721000.0,0.0,0.0,0.0,0.0
0000069488:2017:FY,MYE,2017,49072000.0,5244000.0,-53736000.0,-208000.0,4137000.0,-53736000.0,-5368000.0,580000.0,44439000.0,-4633000.0,-5740000.0,-1107000.0,0.0
0000069488:2018:FY,MYE,2018,60394000.0,-2490000.0,-10758000.0,-289000.0,-2490000.0,-10758000.0,47715000.0,47146000.0,61252000.0,858000.0,858000.0,0.0,0.0
0000069488:2019:FY,MYE,2019,47026000.0,-20757000.0,-16988000.0,55000.0,-20757000.0,-16988000.0,16633000.0,9281000.0,54323000.0,7297000.0,7297000.0,0.0,0.0
0000069488:2020:FY,MYE,2020,46507000.0,-75553000.0,-18316000.0,136000.0,-75553000.0,-18316000.0,-47226000.0,-47362000.0,46507000.0,0.0,0.0,0.0,0.0
0000069488:2021:FY,MYE,2021,44914000.0,-50289000.0,-5188000.0,-83000.0,-50289000.0,-5188000.0,-10646000.0,-10563000.0,44914000.0,0.0,0.0,0.0,0.0
0001327607:2018:FY,MYFW,2018,17800000.0,-63071000.0,109126000.0,0.0,-63071000.0,109126000.0,63855000.0,63855000.0,17800000.0,0.0,0.0,0.0,0.0
0001327607:2019:FY,MYFW,2019,-21513000.0,-116379000.0,143173000.0,0.0,-116379000.0,143173000.0,5281000.0,5281000.0,-21513000.0,0.0,0.0,0.0,0.0
0001327607:2020:FY,MYFW,2020,-93331000.0,-456020000.0,626702000.0,0.0,-456020000.0,626702000.0,77351000.0,77351000.0,-93331000.0,0.0,0.0,0.0,0.0
0001327607:2021:FY,MYFW,2021,165848000.0,-46358000.0,111504000.0,0.0,-46358000.0,111504000.0,230994000.0,230994000.0,165848000.0,0.0,0.0,0.0,0.0
0000899923:2011:FY,MYGN,2011,130759000.0,-54390000.0,-116599000.0,71000.0,-54390000.0,-116599000.0,-40159000.0,-40230000.0,130759000.0,0.0,0.0,0.0,0.0
0000899923:2012:FY,MYGN,2012,141846000.0,-38888000.0,-69245000.0,-42000.0,-38888000.0,-69245000.0,33671000.0,33713000.0,141846000.0,0.0,0.0,0.0,0.0
0000899923:2013:FY,MYGN,2013,173866000.0,-75590000.0,-80555000.0,0.0,-75590000.0,-80555000.0,17721000.0,17721000.0,173866000.0,0.0,0.0,0.0,0.0
0000899923:2014:FY,MYGN,2014,190213000.0,-17667000.0,-211798000.0,0.0,-17667000.0,-211798000.0,-39252000.0,-39252000.0,190213000.0,0.0,0.0,0.0,0.0
0000899923:2015:FY,MYGN,2015,140500000.0,40900000.0,-177300000.0,-4800000.0,40900000.0,-177300000.0,-700000.0,4100000.0,140500000.0,0.0,0.0,0.0,0.0
0000899923:2016:FY,MYGN,2016,166300000.0,-91400000.0,-68300000.0,-2200000.0,-91400000.0,-68300000.0,4400000.0,6600000.0,166300000.0,0.0,0.0,0.0,0.0
0000899923:2017:FY,MYGN,2017,106200000.0,-146300000.0,71800000.0,2200000.0,-146300000.0,71800000.0,33900000.0,31700000.0,106200000.0,0.0,0.0,0.0,0.0
0000899923:2018:FY,MYGN,2018,115900000.0,-11600000.0,-95000000.0,-800000.0,-11600000.0,-95000000.0,8500000.0,9300000.0,115900000.0,0.0,0.0,0.0,0.0
0000899923:2019:FY,MYGN,2019,83700000.0,-286400000.0,182300000.0,2700000.0,-286400000.0,182300000.0,-17700000.0,-20400000.0,83700000.0,0.0,0.0,0.0,0.0
0000899923:2020:FY,MYGN,2020,60700000.0,19300000.0,-10000000.0,500000.0,19300000.0,-10000000.0,70500000.0,70000000.0,60700000.0,0.0,0.0,0.0,0.0
0000899923:2021:FY,MYGN,2021,18200000.0,274400000.0,-150600000.0,-600000.0,274400000.0,-150600000.0,141400000.0,142000000.0,18200000.0,0.0,0.0,0.0,0.0
0001823878:2021:FY,MYPS,2021,33876000.0,-56936000.0,186892000.0,743000.0,-56936000.0,186892000.0,164575000.0,163832000.0,33876000.0,0.0,0.0,0.0,0.0
0000700923:2011:FY,MYRG,2011,30394000.0,-41036000.0,-17968000.0,0.0,-41036000.0,-17968000.0,-28610000.0,-28610000.0,30394000.0,0.0,0.0,0.0,0.0
0000700923:2012:FY,MYRG,2012,29999000.0,-36045000.0,-8142000.0,0.0,-36045000.0,-8142000.0,-14188000.0,-14188000.0,29999000.0,0.0,0.0,0.0,0.0
0000700923:2013:FY,MYRG,2013,95062000.0,-41574000.0,3141000.0,0.0,-41574000.0,3141000.0,56629000.0,56629000.0,95062000.0,0.0,0.0,0.0,0.0
0000700923:2014:FY,MYRG,2014,54976000.0,-38725000.0,-15069000.0,0.0,-38725000.0,-15069000.0,1182000.0,1182000.0,54976000.0,0.0,0.0,0.0,0.0
0000700923:2015:FY,MYRG,2015,43000000.0,-56928000.0,-23911000.0,0.0,-56928000.0,-23911000.0,-37839000.0,-37839000.0,43000000.0,0.0,0.0,0.0,0.0
0000700923:2016:FY,MYRG,2016,54490000.0,-34128000.0,-35539000.0,-774000.0,-34128000.0,-35539000.0,-15951000.0,-15177000.0,54490000.0,0.0,0.0,0.0,0.0
0000700923:2017:FY,MYRG,2017,-9198000.0,-26501000.0,16889000.0,307000.0,-26501000.0,16889000.0,-18503000.0,-18810000.0,-9198000.0,0.0,0.0,0.0,0.0
0000700923:2019:FY,MYRG,2019,64899000.0,-133497000.0,73356000.0,132000.0,-133497000.0,73356000.0,4890000.0,4758000.0,64899000.0,0.0,0.0,0.0,0.0
0000700923:2020:FY,MYRG,2020,175167000.0,-40926000.0,-124296000.0,326000.0,-40926000.0,-124296000.0,10271000.0,9945000.0,175167000.0,0.0,0.0,0.0,0.0
0000700923:2021:FY,MYRG,2021,137228000.0,-49299000.0,-28095000.0,-410000.0,-49299000.0,-28095000.0,59424000.0,59834000.0,137228000.0,0.0,0.0,0.0,0.0
0001834488:2021:FY,NABL,2021,45341000.0,-34833000.0,-42322000.0,-1240000.0,-34833000.0,-42322000.0,-33054000.0,-31814000.0,45341000.0,0.0,0.0,0.0,0.0
0001835256:2021:FY,NAPA,2021,64272000.0,-13567000.0,-52713000.0,0.0,-13567000.0,-52713000.0,-2008000.0,-2008000.0,64272000.0,0.0,0.0,0.0,0.0
0001835256:2022:FY,NAPA,2022,68832000.0,-43734000.0,-26175000.0,0.0,-43734000.0,-26175000.0,-1077000.0,-1077000.0,68832000.0,0.0,0.0,0.0,0.0
0001531048:2020:FY,NARI,2020,1912000.0,-55437000.0,144115000.0,0.0,-55437000.0,144115000.0,90590000.0,90590000.0,1912000.0,0.0,0.0,0.0,0.0
0001531048:2021:FY,NARI,2021,25486000.0,-51022000.0,4073000.0,-402000.0,-51022000.0,4073000.0,-21865000.0,-21463000.0,25486000.0,0.0,0.0,0.0,0.0
0000935494:2011:FY,NATI,2011,169899000.0,-236833000.0,-9905000.0,0.0,-236833000.0,-9905000.0,-76839000.0,-76839000.0,169899000.0,0.0,0.0,0.0,0.0
0000935494:2012:FY,NATI,2012,132516000.0,-77827000.0,-35301000.0,0.0,-77827000.0,-35301000.0,19388000.0,19388000.0,132516000.0,0.0,0.0,0.0,0.0
0000935494:2013:FY,NATI,2013,169479000.0,-57844000.0,-43368000.0,0.0,-57844000.0,-43368000.0,68267000.0,68267000.0,169479000.0,0.0,0.0,0.0,0.0
0000935494:2014:FY,NATI,2014,195110000.0,-107573000.0,-43770000.0,0.0,-107573000.0,-43770000.0,43767000.0,43767000.0,195110000.0,0.0,0.0,0.0,0.0
0000935494:2015:FY,NATI,2015,162637000.0,-78392000.0,-107146000.0,0.0,-78392000.0,-107146000.0,-22901000.0,-22901000.0,162637000.0,0.0,0.0,0.0,0.0
0000935494:2016:FY,NATI,2016,195840000.0,-70503000.0,-91183000.0,0.0,-70503000.0,-91183000.0,34154000.0,34154000.0,195840000.0,0.0,0.0,0.0,0.0
0000935494:2017:FY,NATI,2017,224442000.0,-122410000.0,-106299000.0,9148000.0,-122410000.0,-106299000.0,4881000.0,-4267000.0,224442000.0,0.0,0.0,0.0,0.0
0000935494:2018:FY,NATI,2018,274580000.0,-209996000.0,-90843000.0,-4519000.0,-209996000.0,-90843000.0,-30778000.0,-26259000.0,274580000.0,0.0,0.0,0.0,0.0
0000935494:2019:FY,NATI,2019,224405000.0,-17948000.0,-270817000.0,-410000.0,-17948000.0,-270817000.0,-64770000.0,-64360000.0,224405000.0,0.0,0.0,0.0,0.0
0000935494:2020:FY,NATI,2020,180767000.0,-61301000.0,-56454000.0,2604000.0,-61301000.0,-56454000.0,65616000.0,63012000.0,180767000.0,0.0,0.0,0.0,0.0
0000935494:2021:FY,NATI,2021,143499000.0,-223725000.0,33662000.0,-2562000.0,-223725000.0,33662000.0,-49126000.0,-46564000.0,143499000.0,0.0,0.0,0.0,0.0
0000275053:2011:FY,NATR,2011,3908000.0,-1679000.0,9588000.0,-452000.0,-1679000.0,9588000.0,11365000.0,11817000.0,3908000.0,0.0,0.0,0.0,0.0
0000275053:2012:FY,NATR,2012,26651000.0,-2989000.0,-3133000.0,-257000.0,-2989000.0,-3133000.0,20272000.0,20529000.0,26651000.0,0.0,0.0,0.0,0.0
0000275053:2013:FY,NATR,2013,29378000.0,-8564000.0,-21331000.0,-1477000.0,-8564000.0,-21331000.0,-3471000.0,-1994000.0,29378000.0,0.0,0.0,0.0,0.0
0000275053:2014:FY,NATR,2014,14182000.0,-26674000.0,-5076000.0,-980000.0,-26674000.0,-5076000.0,-18548000.0,-17568000.0,14182000.0,0.0,0.0,0.0,0.0
0000275053:2015:FY,NATR,2015,10162000.0,-18592000.0,-7578000.0,-1271000.0,-18592000.0,-7578000.0,-17279000.0,-16008000.0,10162000.0,0.0,0.0,0.0,0.0
0000275053:2016:FY,NATR,2016,3417000.0,-11532000.0,-286000.0,-735000.0,-11532000.0,-286000.0,-9136000.0,-8401000.0,3417000.0,0.0,0.0,0.0,0.0
0000275053:2017:FY,NATR,2017,10524000.0,-3204000.0,1573000.0,1733000.0,-3204000.0,1573000.0,10626000.0,8893000.0,10524000.0,0.0,0.0,0.0,0.0
0000275053:2018:FY,NATR,2018,21833000.0,211000.0,-12192000.0,-2124000.0,211000.0,-12192000.0,7728000.0,9852000.0,21833000.0,0.0,0.0,0.0,0.0
0000275053:2019:FY,NATR,2019,8545000.0,-5102000.0,-63000.0,-389000.0,-5102000.0,-63000.0,2991000.0,3380000.0,8545000.0,0.0,0.0,0.0,0.0
0000275053:2020:FY,NATR,2020,37659000.0,-4905000.0,3878000.0,1808000.0,-4905000.0,3878000.0,38440000.0,36632000.0,37659000.0,0.0,0.0,0.0,0.0
0000275053:2021:FY,NATR,2021,34608000.0,-6612000.0,-31721000.0,-2160000.0,-6612000.0,-31721000.0,-5885000.0,-3725000.0,34608000.0,0.0,0.0,0.0,0.0
0001808805:2021:FY,NAUT,2021,-39241000.0,-138964000.0,327447000.0,0.0,-138964000.0,327447000.0,149242000.0,149242000.0,-39241000.0,0.0,0.0,0.0,0.0
0001593538:2014:FY,NAVI,2014,1664000000.0,-1653000000.0,-3758000000.0,0.0,-1653000000.0,-3758000000.0,-3747000000.0,-3747000000.0,1664000000.0,0.0,0.0,0.0,0.0
0001593538:2015:FY,NAVI,2015,1910000000.0,10686000000.0,-12445000000.0,0.0,10686000000.0,-12445000000.0,151000000.0,151000000.0,1910000000.0,0.0,0.0,0.0,0.0
0001593538:2016:FY,NAVI,2016,1357000000.0,11411000000.0,-13109000000.0,0.0,11411000000.0,-13109000000.0,-341000000.0,-341000000.0,1357000000.0,0.0,0.0,0.0,0.0
0001593538:2017:FY,NAVI,2017,1157000000.0,7496000000.0,-8388000000.0,0.0,7496000000.0,-8388000000.0,265000000.0,265000000.0,1157000000.0,0.0,0.0,0.0,0.0
0001593538:2018:FY,NAVI,2018,1140000000.0,10360000000.0,-10884000000.0,0.0,10360000000.0,-10884000000.0,616000000.0,616000000.0,1140000000.0,0.0,0.0,0.0,0.0
0001593538:2019:FY,NAVI,2019,1019000000.0,7485000000.0,-9985000000.0,0.0,7485000000.0,-9985000000.0,-1481000000.0,-1481000000.0,1019000000.0,0.0,0.0,0.0,0.0
0001593538:2020:FY,NAVI,2020,987000000.0,6448000000.0,-7679000000.0,0.0,6448000000.0,-7679000000.0,-244000000.0,-244000000.0,987000000.0,0.0,0.0,0.0,0.0
0001593538:2021:FY,NAVI,2021,702000000.0,6673000000.0,-7334000000.0,0.0,6673000000.0,-7334000000.0,41000000.0,41000000.0,702000000.0,0.0,0.0,0.0,0.0
0001475841:2012:FY,NBHC,2012,-77872000.0,79369000.0,-860454000.0,0.0,79369000.0,-860454000.0,-858957000.0,-858957000.0,-77872000.0,0.0,0.0,0.0,0.0
0001475841:2013:FY,NBHC,2013,-25578000.0,-80487000.0,-473655000.0,0.0,-80487000.0,-473655000.0,-579720000.0,-579720000.0,-25578000.0,0.0,0.0,0.0,0.0
0001475841:2014:FY,NBHC,2014,-2762000.0,196843000.0,-126562000.0,0.0,196843000.0,-126562000.0,67519000.0,67519000.0,-2762000.0,0.0,0.0,0.0,0.0
0001475841:2015:FY,NBHC,2015,-37652000.0,182343000.0,-235578000.0,0.0,182343000.0,-235578000.0,-90887000.0,-90887000.0,-37652000.0,0.0,0.0,0.0,0.0
0001475841:2016:FY,NBHC,2016,-3936000.0,114629000.0,-124049000.0,0.0,114629000.0,-124049000.0,-13356000.0,-13356000.0,-3936000.0,0.0,0.0,0.0,0.0
0001475841:2017:FY,NBHC,2017,58139000.0,-178517000.0,225006000.0,0.0,-178517000.0,225006000.0,104628000.0,104628000.0,58139000.0,0.0,0.0,0.0,0.0
0001475841:2018:FY,NBHC,2018,73574000.0,-102017000.0,-109365000.0,0.0,-102017000.0,-109365000.0,-137808000.0,-137808000.0,73574000.0,0.0,0.0,0.0,0.0
0001475841:2019:FY,NBHC,2019,42476000.0,-113285000.0,71443000.0,0.0,-113285000.0,71443000.0,634000.0,634000.0,42476000.0,0.0,0.0,0.0,0.0
0001475841:2020:FY,NBHC,2020,-9868000.0,-148935000.0,654178000.0,0.0,-148935000.0,654178000.0,495375000.0,495375000.0,-9868000.0,0.0,0.0,0.0,0.0
0001475841:2021:FY,NBHC,2021,179502000.0,-473836000.0,528989000.0,0.0,-473836000.0,528989000.0,234655000.0,234655000.0,179502000.0,0.0,0.0,0.0,0.0
0000914475:2011:FY,NBIX,2011,-681000.0,-3549000.0,286000.0,0.0,-3549000.0,286000.0,-3944000.0,-3944000.0,-681000.0,0.0,0.0,0.0,0.0
0000914475:2012:FY,NBIX,2012,-35294000.0,-34761000.0,83702000.0,0.0,-34761000.0,83702000.0,13647000.0,13647000.0,-35294000.0,0.0,0.0,0.0,0.0
0000914475:2013:FY,NBIX,2013,-29607000.0,5340000.0,5302000.0,0.0,5340000.0,5302000.0,-18965000.0,-18965000.0,-29607000.0,0.0,0.0,0.0,0.0
0000914475:2014:FY,NBIX,2014,-47140000.0,-105366000.0,138731000.0,0.0,-105366000.0,138731000.0,-13775000.0,-13775000.0,-47140000.0,0.0,0.0,0.0,0.0
0000914475:2015:FY,NBIX,2015,-37997000.0,-195814000.0,276992000.0,0.0,-195814000.0,276992000.0,43181000.0,43181000.0,-37997000.0,0.0,0.0,0.0,0.0
0000914475:2016:FY,NBIX,2016,-106181000.0,112863000.0,2390000.0,0.0,112863000.0,2390000.0,9072000.0,9072000.0,-106181000.0,0.0,0.0,0.0,0.0
0000914475:2017:FY,NBIX,2017,-94331000.0,-250870000.0,516646000.0,0.0,-250870000.0,516646000.0,171445000.0,171445000.0,-94331000.0,0.0,0.0,0.0,0.0
0000914475:2018:FY,NBIX,2018,101364000.0,-242915000.0,29530000.0,0.0,-242915000.0,29530000.0,-112021000.0,-112021000.0,101364000.0,0.0,0.0,0.0,0.0
0000914475:2019:FY,NBIX,2019,152054000.0,-211073000.0,27313000.0,0.0,-211073000.0,27313000.0,-31706000.0,-31706000.0,152054000.0,0.0,0.0,0.0,0.0
0000914475:2020:FY,NBIX,2020,228500000.0,4100000.0,-157800000.0,0.0,4100000.0,-157800000.0,74800000.0,74800000.0,228500000.0,0.0,0.0,0.0,0.0
0000914475:2021:FY,NBIX,2021,256500000.0,-130200000.0,27400000.0,0.0,-130200000.0,27400000.0,153700000.0,153700000.0,256500000.0,0.0,0.0,0.0,0.0
0000811831:2013:FY,NBN,2013,1323000.0,-63083000.0,-580000.0,0.0,-63083000.0,-580000.0,-62340000.0,-62340000.0,1323000.0,0.0,0.0,0.0,0.0
0000811831:2014:FY,NBN,2014,-5539000.0,-64835000.0,86699000.0,0.0,-64835000.0,86699000.0,16325000.0,16325000.0,-5539000.0,0.0,0.0,0.0,0.0
0000811831:2015:FY,NBN,2015,-1740000.0,-70877000.0,80208000.0,0.0,-70877000.0,80208000.0,7591000.0,7591000.0,-1740000.0,0.0,0.0,0.0,0.0
0000811831:2016:FY,NBN,2016,5094000.0,-67639000.0,123852000.0,0.0,-67639000.0,123852000.0,61307000.0,61307000.0,5094000.0,0.0,0.0,0.0,0.0
